city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,carport,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,title,lokasi,url,source,scraped_at
Bogor,250.0,300.0,4,4,2.0,,,Bagus,,,2850000000.0,Rumah Bagus 2Lt di Boulevard Columbus Legenda Wisata Cibubur,Legenda Wisata,https://www.rumah123.com/properti/bogor-legenda-wisata/rumah-bagus-2lt-di-boulevard-columbus-legenda-wisata-cibubur-hos18410169/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:35:57.780367
Bogor,200.0,339.0,4,4,2.0,,,,,,3600000000.0,"Dijual Rumah Daerah Sentul, Cluster Imperial Golf,",Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/dijual-rumah-daerah-sentul-cluster-imperial-golf-hos40403301/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:36:07.435012
Bogor,80.0,135.0,3,2,2.0,,,Siap Huni,,,750000000.0,Rumah Dalam Cluster Dekat Akset Toll Narogong Siap Huni,Cileungsi,https://www.rumah123.com/properti/bogor-cileungsi/rumah-dalam-cluster-dekat-akset-toll-narogong-siap-huni-hos40374945/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:36:20.390269
Bogor,110.0,84.0,2,2,1.0,,,Butuh Renovasi,,,975000000.0,Dijual Rumah 2 Lantai Di Royal Tajur Bogor Sudah Renov,Tajur,https://www.rumah123.com/properti/bogor-tajur/dijual-rumah-2-lantai-di-royal-tajur-bogor-sudah-renov-hos19038411/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:36:27.782700
Bogor,34.0,60.0,2,1,1.0,,,Baru,,,420000000.0,Rumah 2 Kamar Tidur Nyaman - Deal Dicat Baru Luar Dalam + Jasa Tukang,Gunung Sindur,https://www.rumah123.com/properti/bogor-gunung-sindur/dijual-rumah-baru-tangan-pertama-siap-huni-hos41266066/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:36:40.313438
Bogor,500.0,613.0,5,5,6.0,,,,,,10000000000.0,Rumah 2 Lantai View Gunung di Sentul City,Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-2-lantai-view-gunung-di-sentul-city-hos41348492/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:36:47.012016
Bogor,36.0,60.0,2,1,1.0,,,,,,397000000.0,Dijual Rumah Dekat Stasiun Bojong Gede Fasilitas Lengkap,Tajur Halang,https://www.rumah123.com/properti/bogor-tajur-halang/dijual-rumah-dekat-stasiun-bojong-gede-fasilitas-lengkap-hos41313834/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:36:55.264955
Bogor,80.0,105.0,2,1,,,,Siap Huni,,,480000000.0,Rumah Murah Cluster Venezia Perumahan Sentraland Paradise Siap Huni Dekat Stasiun KRL Parung Panjang dan Tol Legok,Parung Panjang,https://www.rumah123.com/properti/bogor-parung-panjang/rumah-murah-cluster-venezia-perumahan-sentraland-paradise-siap-huni-dekat-stasiun-krl-parung-panjang-dan-tol-legok-hos19015928/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:37:02.038656
Bogor,125.0,175.0,4,3,1.0,,,,,,1800000000.0,Rumah Tinggal Rasa Vila Cisarua Puncak Bogor,Cisarua,https://www.rumah123.com/properti/bogor-cisarua/rumah-tinggal-rasa-vila-cisarua-puncak-bogor-hos40912854/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:37:21.070779
Bogor,650.0,867.0,7,8,6.0,,,,,,18500000000.0,Rumah Megah Posisi Hook View Area Hijau Gunung Sentul City,Sentul City,https://www.rumah123.com/properti/bogor-sentul-city/rumah-megah-posisi-hook-view-area-hijau-gunung-sentul-city-hos18358818/?priceCurrency=IDR,rumah123_playwright,2026-04-19T11:37:30.401560
